IPERC - ID,Sectores de Trabajo (Master Component),Process ES,Task Number,Task Description,Dangers (L3),Condición de Peligro,Risks (L3),Initial Consequence (L3),Initial Probability (L3),Measures Control (Unficate),Final Consequence (L3),Clasifications Consequence (L3),Q Final Consequence (L3),Final Probability (L3),Cantidad Referencia (from Final Probability (L3)),FRL Valoration,FRL Clasification,IRL Clasification (L1),IRL Description Clasification (L1)
Hidrófugo en bases - 2 Aplicación del Hidrófugo ,Equipo de construcción Albañilería,Hidrófugo en bases,2,Aplicación del Hidrófugo ,Agentes químicos en el trabajo no mencionados en los   puntos anteriores,,Caída de Persona al Mismo Nivel,Fracturas Menores,Probable,"CONTROL DE INGENIERÍA
- Instalación de depósito para sustancias peligrosas.
CONTROL ADMINISTRATIVO
- Verificar ficha técnica de seguridad del hidrófugo.
- Colocar vigía.
- Señalizar el área de trabajo.
- Mantener orden y limpieza en el área de trabajo.
- Capacitación sobre el uso adecuado del hidrófugo.
EPP
- Casco
- Ropa de trabajo
- Calzado de seguridad
- Guantes de nitrilo
- Chaleco reflectante
",Fracturas Menores,Daño Moderado,2,Probable,4,8,Riesgo Tolerable,Riesgo Tolerable,"Monitoreo y control para mantener el riesgo o impacto por lo menos en este nivel, sin perjuicio de que se puedan implementar medidas para reducirlos al nivel inferior."
Hidrófugo en bases - 3 Agregado del Hidrófugo,Equipo de construcción Albañilería,Hidrófugo en bases,3,Agregado del Hidrófugo,Máquina,,Contacto con el Cuerpo,Fracturas Mayores,Probable,"CONTROL DE INGENIERÍA
- Señalización del área de trabajo.
CONTROL ADMINISTRATIVO
- Check list de la bomba de hormigón.
- Verificar submittals del operador.
- Colocar banderillero o vigía.
- Evitar la superposición de tareas.
- Mantener orden y limpieza en el área de trabajo.
- Capacitación sobre distancias de seguridad y comunicación con el operador.
EPP
- Casco
- Ropa de trabajo
- Botas de seguridad
- Guantes de nitrilo
- Gafas de seguridad
- Protección auditiva
- Chaleco reflectante
",Fracturas Mayores,Daño Muy Grave,4,Probable,4,16,Riesgo Importante,Riesgo Importante,Restricción de Tareas. No se permite la operación en esta condición y se deben tomar en forma inmediata las medidas necesarias de prevención y control adicionales para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Hidrófugo en bases - 3 Agregado del Hidrófugo,Equipo de construcción Albañilería,Hidrófugo en bases,3,Agregado del Hidrófugo,Máquina,,Atropellos o Golpes por Vehículos,Muerte,Probable,"CONTROL DE INGENIERÍA
- Señalización del área de trabajo.
CONTROL ADMINISTRATIVO
- Check list del camión de hormigón.
- Verificar submittals del conductor.
- Colocar banderillero o vigía.
- Evitar la superposición de tareas.
- Mantener orden y limpieza en el área de trabajo.
- Capacitación sobre distancias de seguridad y comunicación fluida con el conductor.
EPP
- Casco
- Ropa de trabajo
- Botas de seguridad
- Guantes de nitrilo
- Gafas de seguridad
- Protección auditiva
- Chaleco reflectante
",Muerte,Daño Fatal,5,Probable,4,20,Riesgo Intolerable,Riesgo Intolerable,Prohibición de Tareas. Se encuentra prohibida en su totalidad la operación en esta condición y se deben realizar en forma inmediata acciones para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Hidrófugo en bases - 4 Jornada de Trabajo,Equipo de construcción Albañilería,Hidrófugo en bases,4,Jornada de Trabajo,Apremio de tiempo,,Contacto con el Cuerpo,Enfermedades que Limitan el Tiempo de Vida,Probable,"CONTROL ADMINISTRATIVO
- Establecer plazos alcanzables.
- Priorizar tareas.
- Crear cronogramas detallados.
- Contar con suficiente personal, evitando sobrecargas de trabajo.
- Capacitación continua para mejorar la eficiencia.
- Mantener canales de comunicación abiertos.
- Respetar los tiempos de descanso.
",Enfermedades que Limitan el Tiempo de Vida,Daño Muy Grave,4,Probable,4,16,Riesgo Importante,Riesgo Importante,Restricción de Tareas. No se permite la operación en esta condición y se deben tomar en forma inmediata las medidas necesarias de prevención y control adicionales para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Revoque Proyectado con Bomba Mezcladora - 1 Recepción de materiales,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,1,Recepción de materiales,Máquina,,Atropellos o Golpes por Vehículos,Fracturas Mayores,Moderada,"CONTROLES DE INGENIERÍA
Delimitar el área de trabajo con postes y cadena de seguridad
CONTROLES ADMINISTRATIVOS
Señalización del área de trabajo.
Se realizará una capacitación Manipulación manual de Cargas (riesgos, posturas inadecuadas) 
Evitar la superposición de tareas
EPP
Usar casco, ropa de trabajo, calzado de seguridad, lentes de seguridad, guantes de Nitrilo/DPS y chaleco reflectante.",Fracturas Mayores,Daño Muy Grave,4,Moderada,3,12,Riesgo Moderado,Riesgo Moderado,"Monitoreo y control reforzado para garantizar que el riesgo o impacto no aumente. Se pueden requerir medidas adicionales de prevención, capacitación específica y, en ciertos casos, permisos de trabajo, sin perjuicio de implementar acciones para reducirlo."
Revoque Proyectado con Bomba Mezcladora - 1 Recepción de materiales,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,1,Recepción de materiales,Máquina,,Caída de Objetos Suspendidos,Contusiones,Probable,"CONTROLES DE INGENIERÍA
Conexión de Puesta a Tierra
Instalación adecuada de la máquina: (protecciones/tarimas contra la entrada de agua).
Tendido de cables a 2mt. de altura
CONTROLES ADMINISTRATIVOS
Check list tableros eléctricos portátiles o fijos 
Check list Bomba Mezcladora
Capacitación en el uso de máquinas eléctricas.
Señalización del área de trabajo.
Protocolo de medición de PAT
EPP
El equipo usa casco, ropa de trabajo, calzado de seguridad, gafas, semi-máscara con filtro para material particulado, guantes de Nitrilo/DPS, protección auditiva y chaleco reflectante
",Contusiones,Daño Moderado,2,Probable,4,8,Riesgo Tolerable,Riesgo Tolerable,"Monitoreo y control para mantener el riesgo o impacto por lo menos en este nivel, sin perjuicio de que se puedan implementar medidas para reducirlos al nivel inferior."
Revoque Proyectado con Bomba Mezcladora - 1 Recepción de materiales,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,1,Recepción de materiales,Máquina,,Incendio ,Muerte,Improbable,"CONTROLES DE INGENIERÍA
Protecciones de la máquina
Parada de emergencia 
Sector de mezcla iluminado
CONTROLES ADMINISTRATIVO
Check list inicial y periódico de la Bomba Mezcladora (protecciones, las juntas, las mangueras, partes móviles)
Verificar certificación del operador de la Bomba Mezcladora.
Capacitación en Procedimientos Seguros
Señalización del área de trabajo
EPP
Uso de casco, ropa de trabajo, calzado de seguridad, protección auditiva, semi-máscara con filtro para material particulado, guantes de Nitrilo/DPS y chaleco reflectante ",Muerte,Daño Fatal,5,Improbable,2,10,Riesgo Moderado,Riesgo Moderado,"Monitoreo y control reforzado para garantizar que el riesgo o impacto no aumente. Se pueden requerir medidas adicionales de prevención, capacitación específica y, en ciertos casos, permisos de trabajo, sin perjuicio de implementar acciones para reducirlo."
Revoque Proyectado con Bomba Mezcladora - 2 Traslado de materiales,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,2,Traslado de materiales,Herramienta,,Sobresfuerzos,Lumbalgia,Improbable,"CONTROLES ADMINISTRATIVOS
Capacitación sobre posturas ergonómicas
Verificar estado de partes de la proyectadora: Uniones, mangueras.
Capacitación sobre manipulación de sustancias químicas
Mantener orden y limpieza
Señalizar el área de trabajo
EPP
Uso de casco, ropa de trabajo, calzado de seguridad, protección auditiva, gafas, semi-máscara con filtro para material particulado, guantes de Nitrilo/DPS y chaleco reflectante ",Lumbalgia,Daño Moderado,2,Improbable,2,4,Riesgo Trivial,Riesgo Trivial,"Concientización. No requiere implementar métodos de prevención y control sin perjuicio de que se realicen monitoreos, se lleven indicadores al respecto y programar actividades de concientización."
Revoque Proyectado con Bomba Mezcladora - 2 Traslado de materiales,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,2,Traslado de materiales,Manipulación manual de cargas,,Sobresfuerzos,Lumbalgia,Improbable,"CONTROLES DE INGENIERÍA
Alarma lumínico sonora del autoelevador
Delimitar la zona con postes y cadenas
CONTROLES ADMINISTRATIVOS
Licencia habilitante del operador bajo Res SRT 960/15
Establecer medios de comunicación claros entre el banderillero/ guiador y el operador (Handy o código de señas)
Orden y limpieza del sector de acopio previo a realizar la descarga
Señalización de sectores de acopio
Capacitación sobre manejo defensivo y distancias de seguridad
EPP
Usar casco de seguridad, ropa de trabajo, zapatos de seguridad, protector auditivo, lentes de seguridad, guantes de Nitrilo/DPS, chaleco reflectivo.",Lumbalgia,Daño Moderado,2,Improbable,2,4,Riesgo Trivial,Riesgo Trivial,"Concientización. No requiere implementar métodos de prevención y control sin perjuicio de que se realicen monitoreos, se lleven indicadores al respecto y programar actividades de concientización."
Revoque Proyectado con Bomba Mezcladora - 3 Preparación de la Mezcla,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,3,Preparación de la Mezcla,Agentes químicos en el trabajo no mencionados en los   puntos anteriores,,Contacto con los Ojos,Irritación Ocular por Polvo,Improbable,"CONTROLES DE INGENIERÍA
Alarma lumínico sonora del autoelevador
Delimitar la zona con postes y cadenas
CONTROLES ADMINISTRATIVOS
Licencia habilitante del operador bajo Res SRT 960/15
Establecer medios de comunicación claros entre el banderillero/ guiador y el operador (Handy o código de señas)
Orden y limpieza del sector de acopio previo a realizar la descarga
Señalización de sectores de acopio
Capacitación sobre manejo defensivo y distancias de seguridad
EPP
Usar casco de seguridad, ropa de trabajo, chaleco reflectivo, zapatos de seguridad, protector auditivo, lentes de seguridad, guantes de Nitrilo/DPS.",Irritación Ocular por Polvo,Daño Leve,1,Improbable,2,2,Riesgo Trivial,Riesgo Trivial,"Concientización. No requiere implementar métodos de prevención y control sin perjuicio de que se realicen monitoreos, se lleven indicadores al respecto y programar actividades de concientización."
Revoque Proyectado con Bomba Mezcladora - 4 Mezcla en Bomba Mezcladora,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,4,Mezcla en Bomba Mezcladora,Máquina,,Atrapamiento por o Entre Objetos,Contusiones,Improbable,"CONTROLES DE INGENIERÍA
Contar con extintor tipo ABC en el auto elevador
Control periódico de mantenimiento del auto elevador
CONTROLES ADMINISTRATIVOS
Simulacro/ entrenamiento sobre extinción de incendios
Simulacro sobre procedimiento de emergencia y evacuación por incendio.",Contusiones,Daño Moderado,2,Improbable,2,4,Riesgo Trivial,Riesgo Trivial,"Concientización. No requiere implementar métodos de prevención y control sin perjuicio de que se realicen monitoreos, se lleven indicadores al respecto y programar actividades de concientización."
Revoque Proyectado con Bomba Mezcladora - 4 Mezcla en Bomba Mezcladora,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,4,Mezcla en Bomba Mezcladora,Máquina,,Contacto Eléctrico Directo,Muerte,Improbable,"CONTROLES ADMINISTRATIVOS
Capacitación sobre manipulación de cargas y circulación en suelo rocoso
Verificar el estado de la carretilla
Realizar rotación y períodos de descanso en el traslado de bolsas de cemento/UR3
Mantener orden y limpieza",Muerte,Daño Fatal,5,Improbable,2,10,Riesgo Moderado,Riesgo Moderado,"Monitoreo y control reforzado para garantizar que el riesgo o impacto no aumente. Se pueden requerir medidas adicionales de prevención, capacitación específica y, en ciertos casos, permisos de trabajo, sin perjuicio de implementar acciones para reducirlo."
Revoque Proyectado con Bomba Mezcladora - 5 Proyectado del material,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,5,Proyectado del material,Andamio,,Caída de Persona a Distinto Nivel,Fracturas Mayores,Improbable,"CONTROLES ADMINISTRATIVOS 
1. Capacitación sobre posturas ergonómicas
2. Verificar estado de herramientas manuales: Palas, baldes, carretillas (empuñaduras)
3. Capacitación sobre manipulación de sustancias químicas
4. Mantener orden y limpieza",Fracturas Mayores,Daño Muy Grave,4,Improbable,2,8,Riesgo Tolerable,Riesgo Tolerable,"Monitoreo y control para mantener el riesgo o impacto por lo menos en este nivel, sin perjuicio de que se puedan implementar medidas para reducirlos al nivel inferior."
Revoque Proyectado con Bomba Mezcladora - 5 Proyectado del material,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,5,Proyectado del material,Material particulado,,Contacto con los Ojos,Irritación Menor,Improbable,"CONTROLES DE INGENIERÍA
Los andamios se flechan al piso, o arriostran a una estructura firme.
Se prevén puntos de anclaje y líneas de vida necesarios.
Se coloca malla/ media sombra en las caras libres del andamio
CONTOLES ADMINISTRATIVOS
Se realiza capacitación sobre trabajos en altura
Se realiza el permiso de trabajo seguro para trabajo en altura
Señalización del área de trabajo
Cartelería de capacidad máxima permitida en el andamio (peso de los trabajadores, equipos y materiales)
EPP
Usar casco con mentonera, arnés de seguridad anticaída, ropa de trabajo, Botas de seguridad, semi-máscara con filtro para material particulado, lentes de seguridad, guantes de Nitrilo/DPS.",Irritación Menor,Daño Leve,1,Improbable,2,2,Riesgo Trivial,Riesgo Trivial,"Concientización. No requiere implementar métodos de prevención y control sin perjuicio de que se realicen monitoreos, se lleven indicadores al respecto y programar actividades de concientización."
Revoque Proyectado con Bomba Mezcladora - 6 Durante las tareas anteriores,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,6,Durante las tareas anteriores,Enfermedades causadas por exposición a temperaturas extremas,,Contácto Térmico,Deshidratación,Improbable,"CONTROLES DE INGENIERÍA
- Instalar estructuras temporales como toldos, sombrillas en las zonas de trabajo donde los trabajadores están más expuestos al sol.
- Colocar barreras solares fijas (cortinas o paneles).
- Colocar estaciones de agua y bebidas isotónicas cerca de las zonas de trabajo.
CONTROLES ADMINISTRATIVOS
- Programar tareas en horas de menor temperatura, rotación y descansos programados.
- Reubicación de tareas a áreas techadas o cerradas.
- Señalización del lugar de trabajo: Colocar carteles de advertencia en las áreas expuestas al sol
- Utilizar materiales de pavimentación o recubrimientos de pintura reflectante, baldosas o pisos reflectantes
- Utilizar medidores de Radiación portátiles UV, sensores de radiación UV o dispositivos de monitoreo ambiental
- Capacitación en estrés térmico: Riesgos UV, efectos de la exposición solar (cáncer de piel, envejecimiento prematuro, daño ocular), síntomas del agotamiento por calor (fatiga, mareos, piel enrojecida, náuseas), y cómo actuar en caso de emergencias. Hidratación constante.
EPP
- Usar casco, cubrenucas, ropa de trabajo (manga larga), calzado de seguridad, gafas de seguridad (con lentes que filtren el 100% de los rayos UVA y UVB), guantes de material protector UV, 
Protector solar con un factor de protección solar (FPS) de 30 o más.",Deshidratación,Daño Moderado,2,Improbable,2,4,Riesgo Trivial,Riesgo Trivial,"Concientización. No requiere implementar métodos de prevención y control sin perjuicio de que se realicen monitoreos, se lleven indicadores al respecto y programar actividades de concientización."
Revoque Proyectado con Bomba Mezcladora - 6 Durante las tareas anteriores,Equipo de construcción Albañilería,Revoque Proyectado con Bomba Mezcladora,6,Durante las tareas anteriores,Enfermedades causadas por exposición a temperaturas extremas,,Exposición a Temperaturas Ambientales Extremas Periódica,Cancer Ocupacional,Probable,"CONTROLES DE INGENIERÍA
- Instalar estructuras temporales como toldos, sombrillas en las zonas de trabajo donde los trabajadores están más expuestos al sol.
- Colocar barreras solares fijas (cortinas o paneles).
- Colocar estaciones de agua y bebidas isotónicas cerca de las zonas de trabajo.
CONTROLES ADMINISTRATIVOS
- Programar tareas en horas de menor temperatura, rotación y descansos programados.
- Reubicación de tareas a áreas techadas o cerradas.
- Señalización del lugar de trabajo: Colocar carteles de advertencia en las áreas expuestas al sol
- Utilizar materiales de pavimentación o recubrimientos de pintura reflectante, baldosas o pisos reflectantes
- Utilizar medidores de Radiación portátiles UV, sensores de radiación UV o dispositivos de monitoreo ambiental
- Capacitación en estrés térmico: Riesgos UV, efectos de la exposición solar (cáncer de piel, envejecimiento prematuro, daño ocular), síntomas del agotamiento por calor (fatiga, mareos, piel enrojecida, náuseas), y cómo actuar en caso de emergencias.
EPP
- Usar casco, cubrenucas, ropa de trabajo (manga larga), calzado de seguridad, gafas de seguridad (con lentes que filtren el 100% de los rayos UVA y UVB), guantes de material protector UV, 
Protector solar con un factor de protección solar (FPS) de 30 o más.",Cancer Ocupacional,Daño Muy Grave,4,Probable,4,16,Riesgo Importante,Riesgo Importante,Restricción de Tareas. No se permite la operación en esta condición y se deben tomar en forma inmediata las medidas necesarias de prevención y control adicionales para reducir el riesgo o impacto a un Nivel de Riesgo por lo menos Moderado.
Acnlajes y Submuración de Subsuelo - 1 Perforación para anclajes,Equipo de construcción Anclajes,Acnlajes y Submuración de Subsuelo,1,Perforación para anclajes,Máquina,No Rutinario,Contacto Eléctrico Directo,Muerte,Probable,"CONTROL DE INGENIERÍA
-Puesta a tierra certificada
-Plataforma firme y nivelada para apoyar la perforadora
-Sistema de parada de emergencia (botón de golpe)
-Válvulas de retención y filtros hidráulicos
-Tablero eléctrico elevado (fuera de zonas inundables)
-Tendido de cables a 2mt de altura.
-Corte general de emergencia, accesible y visible
-Tablestacado o entibado firme en submurales
CONTROL ADMINISTRATIVO
-Check list inicial y periódico de la perforadora
-Registros documentados de mantenimiento y calibración de la perforadora
-Zonas de acceso restringido a personal calificado
-Identificación y señalización de los tableros eléctricos
-Permiso de Trabajo Seguro aprobado por HS&B
-Capacitación del operador y ayudante
-Cartelería: ""Sólo personal autorizado""
-Supervisión 
-Instalación de Extintor (clase C)
-Suspender tareas ante ingreso de agua o vibraciones anormales.
-Monitoreo de napas y post lluvias; suspensión de trabajos durante tormenta.
-Registro fotográfico de las inspecciones y correcciones aplicadas
EPP
-Casco con mentonera, Ropa de trabajo (impermeable y reflectiva), Botas de seguridad, gafas, guantes dieléctricos, protección auditiva, Arnés con cabo de vida.
",Muerte,Daño Fatal,5,Improbable,2,10,Riesgo Moderado,Riesgo Moderado,"Monitoreo y control reforzado para garantizar que el riesgo o impacto no aumente. Se pueden requerir medidas adicionales de prevención, capacitación específica y, en ciertos casos, permisos de trabajo, sin perjuicio de implementar acciones para reducirlo."
Acnlajes y Submuración de Subsuelo - 1 Perforación para anclajes,Equipo de construcción Anclajes,Acnlajes y Submuración de Subsuelo,1,Perforación para anclajes,Máquina,No Rutinario,Golpes o Cortes con Equipos Herramientas u Objetos Punzocortantes ,Amputaciones,Probable,"CONTROL DE INGENIERÍA
-Protección de partes móviles (cabezal, mechas, tren de varillas)
-Sistema de parada de emergencia (botón de golpe)
-Sistema de corte automático
-Uso de herramientas de enganche (ganchos, llaves de varilla)
-Plataforma firme y nivelada para apoyar la perforadora
-Tendido de cables a 2mt de altura.
-Tablestacado o entibado firme en submurales
CONTROL ADMINISTRATIVO
-Check list inicial y periódico de la perforadora
-Registros documentados de mantenimiento y calibración de la perforadora
-Zonas de acceso restringido a personal calificado
-Identificación y señalización de los tableros eléctricos
-Permiso de Trabajo Seguro aprobado por HS&B
-Capacitación del personal sobre Riesgos Eléctricos
-Cartelería: ""Sólo personal autorizado""
-Comunicación clara entre el operador y ayudante (Handy o código de señas)
-Supervisión 
-Instalación de Extintor (clase C)
-Suspender tareas ante baja visibilidad, ingreso de agua, vibraciones anormales.
-Monitoreo de napas y post lluvias; suspensión de trabajos durante tormenta.
EPP
-Casco con mentonera, Ropa de trabajo (al cuerpo), Botas de seguridad, gafas, guantes anticorte, protección auditiva. Los equipos dentro del pozo se encuentran sujetos por Arnés con cabo de vida y línea de vida que tiene su punto de anclaje por fuera de la tronera.
",Amputaciones,Daño Muy Grave,4,Improbable,2,8,Riesgo Tolerable,Riesgo Tolerable,"Monitoreo y control para mantener el riesgo o impacto por lo menos en este nivel, sin perjuicio de que se puedan implementar medidas para reducirlos al nivel inferior."
